cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd1;telefone1;ddd2;telefone2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial
36002397;1;6;1;TECFRIO;2;2022-12-20;2020-01-14;4322302;3314707;RUA;CINQUENTA E CINCO QUADRA - DE QUADRA 220 A QUADRA;220;LOTE 40;JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934490.0;RJ;5853;21;70382567.0;Não informado;Não informado;Não informado;Não informado;GILBERTONMPJ@GMAIL.COM;Não informado;Não informado
28258328;1;21;1;LUISA LIMA;2;2017-07-25;2017-07-25;7319002;Não informado;RUA;IZAAC LANNES DA SILVA (LOT O MAR);18;LOTE 09 QUADRA 11;SAO JOSE DO IMBASSAI;24931450.0;RJ;5853;21;38564782.0;Não informado;Não informado;Não informado;Não informado;LUISALIMASEGUROS@GMAIL.COM;Não informado;Não informado
40200676;1;43;1;PIRATA'S - ESTETICA E BELEZA;2;2020-12-27;2020-12-27;9602502;9602501,1412602,4789001,1412601,4772500;RUA;PIONEIRO QUADRA - DE QUADRA 175 A QUADRA 179;000;"QUADRA 178;LOTE 16";JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934570.0;RJ;5853;21;71606065.0;Não informado;Não informado;Não informado;Não informado;NICECOSMETICOS79@GMAIL.COM;Não informado;Não informado
36180491;1;47;1;START PROFISSIONALIZANTES ITAIPUACU;2;2020-01-29;2020-01-29;8599603;4761001,5620103,5811500,5911101,5911199,5912002,7740300,8512100,8513900,8520100,8531700,8532500,8533300,8541400,8593700,8599604,8599605,8599699;AVENIDA;CARLOS MARIGHELLA;8384;LOJA  305 306 307 308     LOTE  19 A                QUADRA14;BARROCO (ITAIPUACU);24936435.0;RJ;5853;21;97265976.0;Não informado;Não informado;Não informado;Não informado;START@STARTPROFISSIONALIZANTES.COM.BR;Não informado;Não informado
30843617;1;30;1;ANDERSON DE ALMEIDA;2;2022-11-18;2018-07-03;5320202;4923001,5229099,4929902,5320201;RUA;OTAVIO JASEM PEREIRA;396;Não informado;RECANTO DE ITAIPUACU (ITAIPUACU);24937205.0;RJ;5853;21;96950428.0;Não informado;Não informado;Não informado;Não informado;ANDINHOAOC@GMAIL.COM;Não informado;Não informado
31567353;1;0;1;MY CELL E ACESSORIOS;8;2022-03-27;2018-09-20;4757100;4789001,4752100,4751201;RUA;VAN LERBERGUE QUADRA;6378;Não informado;JARDIM ATLANTICO OESTE (ITAIPUACU);24935440.0;RJ;5853;21;20525008.0;Não informado;Não informado;Não informado;Não informado;bessamarina@yahoo.com.br;Não informado;Não informado
31656462;1;95;1;VANESSA MACHADO SAUDE E TERAPIAS;2;2023-02-15;2018-10-01;8599699;Não informado;RUA;GEORGILEI RODRIGUES QUADRA - DE QUADRA 322 A QUADR;S/N;Não informado;JARDIM ATLANTICO LESTE (ITAIPUACU);24933585.0;RJ;5853;21;97567097.0;Não informado;Não informado;Não informado;Não informado;V.SMACHADO@HOTMAIL.COM;Não informado;Não informado
32159585;1;83;1;STUDIOBEAUTYGRASIELEMELLO;8;2023-03-09;2018-12-03;9602501;Não informado;RUA;CARLOS ALVES PEREIRA;04;CONJ Lote 164B;MUMBUCA;24913870.0;RJ;5853;21;73082922.0;Não informado;Não informado;Não informado;Não informado;grasiele.mello.oliveira@gmail.com;Não informado;Não informado
35988030;1;32;1;FK SERVICOS;2;2023-03-17;2020-01-13;4399103;4321500,4322301,4330404,1622699;RUA;SAO GABRIEL;41;"LOTE 7;QUADRA 71";BARROCO (ITAIPUACU);24936240.0;RJ;5853;21;21971327.0;Não informado;Não informado;Não informado;Não informado;FILIPEQUERES13@GMAIL.COM;Não informado;Não informado
40149042;1;3;1;BARROS SHOOTING TRAINING;2;2020-12-17;2020-12-17;8599604;8599699;RODOVIA;ERNANI DO AMARAL PEIXOTO;15.393;LOTE F06;INOA (INOA);24942375.0;RJ;5853;21;93317978.0;Não informado;Não informado;Não informado;Não informado;BRUNO.ALVAREZ.BARROS@HOTMAIL.COM;Não informado;Não informado
41045213;1;17;1;CASA DA FE;2;2021-03-01;2021-03-01;5612100;8599699,8230001;RUA;MILTAER SOARES QUADRA - DE QUADRA 180 A QUADRA 184;03;"LOTE 06;QUADRA 195";JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934255.0;RJ;5853;22;88095561.0;Não informado;Não informado;Não informado;Não informado;LEWADOXUMOFICIAL@GMAIL.COM;Não informado;Não informado
26392872;1;36;1;Não informado;2;2016-10-20;2016-10-20;1096100;Não informado;RUA;ABREU SODRE;1545;LOJA 03;MUMBUCA;24913775.0;RJ;5853;0;0.0;Não informado;Não informado;Não informado;Não informado;ALEXPBSILVA@OUTLOOK.COM;Não informado;Não informado
30990560;1;0;1;MORIAH PRODUTOS DA TERRA;2;2023-05-04;2018-07-21;1031700;1093702,1033302,5612100,1032599;RUA;VINTE E DOIS;00;"LOTE 16;QUADRA 34";SANTA PAULA (INOA);24944680.0;RJ;5853;21;75499005.0;Não informado;Não informado;Não informado;Não informado;MORIAHPRODUTOSDATERRA@GMAIL.COM;Não informado;Não informado
26840924;1;90;1;PEROLA DOS LACOS;4;2021-03-16;2017-01-11;3299099;3212400;RUA;DAS ROSAS;17;CASA CASA;SAO JOSE DO IMBASSAI;24930524.0;RJ;5853;21;59017117.0;Não informado;Não informado;Não informado;Não informado;RODRYGOSERRAFERREIRA@GMAIL.COM;Não informado;Não informado
43864157;1;78;1;FABIANO FONSECA;2;2021-10-13;2021-10-13;5229099;Não informado;RUA;PAVAO;1062 A;Não informado;PARQUE NANCI;24914135.0;RJ;5853;21;84880724.0;Não informado;Não informado;Não informado;Não informado;FABIANO.PENCO@YAHOO.COM.BR;Não informado;Não informado
1090027;6;90;2;UNICRED NITEROI LTDA - AGENCIA MARICA;2;2021-10-14;2021-10-14;6424703;6424702;RUA;ABREU SODRE;212;LOJA  02                  LOTE  04;CENTRO;24900105.0;RJ;5853;21;27299100.0;Não informado;Não informado;Não informado;Não informado;UNICRED@UNICRED-NITEROI.COM.BR;Não informado;Não informado
43873743;1;89;1;LOW2;2;2021-10-14;2021-10-14;4520001;Não informado;RODOVIA;ERNANI DO AMARAL PEIXOTO;SN;KM 16,5;INOA (INOA);24942375.0;RJ;5853;21;26361351.0;Não informado;Não informado;Não informado;Não informado;LOWRODAS05@GMAIL.COM;Não informado;Não informado
43881449;1;19;1;JOAO CARLOS CONTRUCOES E REFOEMAS;2;2021-10-14;2021-10-14;4399103;4321500;RUA;BARAO DE MAUA;S/N;LOTE 07 QUADRA 06 CASA 2;MARQUES DE MARICA;24904405.0;RJ;5853;21;79480284.0;Não informado;Não informado;Não informado;Não informado;JOAOCARLOSRODRIGUES86097@GMAIL.COM;Não informado;Não informado
43882826;1;34;1;CONSERVAS DELICIOSAS;2;2021-10-15;2021-10-15;1032599;1096100;RUA;DOZE (LOT S CLARA);0;"QUADRA 14;LOTE 05";PONTA NEGRA (PONTA NEGRA);24922240.0;RJ;5853;21;99131726.0;Não informado;Não informado;Não informado;Não informado;CONTADOR27A@GMAIL.COM;Não informado;Não informado
43899782;1;55;1;Não informado;2;2021-10-16;2021-10-16;4520001;Não informado;RUA;PROFESSOR NELSON RABELLO QUADRA;1;QUADRA 45;JARDIM ATLANTICO OESTE (ITAIPUACU);24935575.0;RJ;5853;21;80514142.0;Não informado;Não informado;Não informado;Não informado;DARLEILUIS1974@GMAIL.COM;Não informado;Não informado
43914058;1;53;1;SANTANA AGUAS;2;2021-10-18;2021-10-18;4723700;4789099,4789001,4789005;RUA;ABREU SODRE;1530;LOJA;ITAPEBA;24913115.0;RJ;5853;0;0.0;Não informado;Não informado;Não informado;Não informado;SANTANAP607@GMAIL.COM;Não informado;Não informado
43956797;1;8;1;Não informado;2;2021-10-21;2021-10-21;8219999;8599603;RUA;CENTO E VINTE E OITO;631;LOTE 37 QUADRA 535 CASA 01;JARDIM ATLANTICO LESTE (ITAIPUACU);24933095.0;RJ;5853;21;65019590.0;Não informado;Não informado;Não informado;Não informado;GEYSADF42@GMAIL.COM;Não informado;Não informado
44043944;1;11;1;LORENNA AMARAL;2;2021-10-27;2021-10-27;5912099;4789099,9001901,8592999,4330404,8592902,8230001,7420004,4781400,5912001,9609206,1340599,7420001,4783101;RUA;IRINEU FERREIRA PINTO;374;"COND ELISA LAKE E BEACH;QUADRA L;LOTE 459";PONTA GROSSA;24914345.0;RJ;5853;21;26342542.0;Não informado;Não informado;Não informado;Não informado;CONTATOLORENNAAMARAL@GMAIL.COM;Não informado;Não informado
44056285;1;58;1;ROLLS RONLER KENNEL;2;2021-10-28;2021-10-28;4789004;9609208,9609207,0159802;RUA;ERNANI MANOEL SOARES;S/N;LOTE 37 QUADRA 27;BARRA DE MARICA;24915575.0;RJ;5853;21;98877639.0;Não informado;Não informado;Não informado;Não informado;ROLLSROYLERKENNEL@GMAIL.COM;Não informado;Não informado
44069827;1;27;1;DEPOSITO DO CABELINHO;2;2021-10-29;2021-10-29;4723700;5320202;RUA;ABREU SODRE;1320;LOJA 01;MUMBUCA;24913775.0;RJ;5853;21;26375368.0;Não informado;Não informado;Não informado;Não informado;PATRICKMONTEIRO2708@GMAIL.COM;Não informado;Não informado
44074120;1;9;1;ESTEFANE;2;2021-10-29;2021-10-29;5620104;Não informado;RUA;DOUGLAS MARQUES RIENTI QUADRA;0;"LOTE 35;CASA 2";JARDIM ATLANTICO LESTE (ITAIPUACU);24933465.0;RJ;5853;21;80249896.0;Não informado;Não informado;Não informado;Não informado;ESTEFANE.FG@GMAIL.COM;Não informado;Não informado
44077083;1;92;1;JUZEOFICINAESPECIALISADA;2;2021-10-29;2021-10-29;4543900;Não informado;AVENIDA;CARLOS MARIGHELLA;LOTE Q;CONJ 1;PRAIA DE ITAIPUACU (ITAIPUACU);24936730.0;RJ;5853;21;70111077.0;Não informado;Não informado;Não informado;Não informado;JUZEBARRETO67@GMAIL.COM;Não informado;Não informado
44079480;1;1;1;POSTALE M&S;8;2022-05-10;2021-10-30;4723700;5229099,5320201;ESTRADA VELHA;DE MARICA (LOT M LOURDES);SN;CASA LT04 QD D CASA 03;INOA (INOA);24942380.0;RJ;5853;21;37588087.0;Não informado;Não informado;Não informado;Não informado;LIPISHOW10@HOTMAIL.COM;Não informado;Não informado
44099773;1;42;1;F.C.SOLUCOES LTDA;2;2021-11-03;2021-11-03;5229099;8592903,3329501;RUA;ALCIDES FRANCISCO DA CRUZ;3;Não informado;PRAIA DE ITAIPUACU (ITAIPUACU);24936745.0;RJ;5853;21;98150906.0;Não informado;Não informado;Não informado;Não informado;FELIPECRUZSANTOSTEOFILO@GMAIL.COM;Não informado;Não informado
44112202;1;9;1;PAI E FILHO SANTOS;2;2021-11-03;2021-11-03;4723700;Não informado;RUA;SEIS (LOT JD IMPERADOR);32;CONJ JD IMPERADOR;ITAPEBA;24913615.0;RJ;5853;21;71476740.0;Não informado;Não informado;Não informado;Não informado;AGATHAVICTORIA344@GMAIL.COM;Não informado;Não informado
44122453;1;66;1;QUIOSQUE DO CARLAO E ELIANE;2;2021-11-04;2021-11-04;5611201;5620104,4789099,4723700,5590603,5611203;RUA;MARIO LEVE (LOT AMENDOEIRA);S/N;Não informado;SAO JOSE DO IMBASSAI;24931305.0;RJ;5853;21;95412564.0;Não informado;Não informado;Não informado;Não informado;ELIANESALDANHA58@GMAIL.COM;Não informado;Não informado
44142269;1;88;1;CAIO;2;2021-11-05;2021-11-05;4330405;Não informado;RUA;JOSE LUIS DA COSTA;14;CASA 4;FLAMENGO;24903645.0;RJ;5853;21;99530518.0;Não informado;Não informado;Não informado;Não informado;CAIO_RANGEL2010@HOTMAIL.COM;Não informado;Não informado
44161366;1;18;1;MCV CRED;2;2021-11-08;2021-11-08;7319002;Não informado;RUA;CINQUENTA QUADRA;21;QUADRA 181;JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934290.0;RJ;5853;21;68139333.0;Não informado;Não informado;Não informado;Não informado;MCV138@HOTMAIL.COM;Não informado;Não informado
44169864;1;7;1;Não informado;2;2021-11-09;2021-11-09;5611203;5611204;RUA;CAMELIAS;1054;LOTE  004                 QUADRA009;SAO JOSE DE IMBASSAI;24930504.0;RJ;5853;21;64166787.0;Não informado;Não informado;Não informado;Não informado;CONTABILIDADE.MARLONCOREL@GMAIL.COM;Não informado;Não informado
44191762;1;98;1;CLARAS BAR;2;2021-11-10;2021-11-10;5611201;5611203;RUA;ANTONIO EDUARDO;56;CONJ;MUMBUCA;24913705.0;RJ;5853;21;99429405.0;Não informado;Não informado;Não informado;Não informado;DFELIPE901@YAHOO.COM;Não informado;Não informado
44198488;1;89;1;BRENNO BARBOZA;8;2022-01-29;2021-11-10;4930201;Não informado;RUA;MARIO COVAS;SN;CONJ L29 CS03;JARDIM ATLANTICO OESTE (ITAIPUACU);24935600.0;RJ;5853;21;90017898.0;Não informado;Não informado;Não informado;Não informado;BRENNOBARBOZA18@GMAIL.COM;Não informado;Não informado
44201860;1;69;1;SEA CLOTHING;2;2021-11-10;2021-11-10;4781400;Não informado;RUA;DEZESSEIS (LOT M MANUELA);LOTE 5;CONJ M MANUELA;CAJUEIROS (ITAIPUACU);24932210.0;RJ;5853;21;94442387.0;Não informado;Não informado;Não informado;Não informado;BPASSOSSILVA@GMAIL.COM;Não informado;Não informado
44202865;1;6;1;DUDAN BROWNIE;2;2021-11-11;2021-11-11;1091102;4752100;RUA;U (COND RES P CAJUEIROS);557;Não informado;CAJUEIROS (ITAIPUACU);24932600.0;RJ;5853;21;26263132.0;Não informado;Não informado;Não informado;Não informado;DANILO.AM@HOTMAIL.COM;Não informado;Não informado
44215794;1;86;1;LUPLAST;2;2021-11-11;2021-11-11;4761003;4721104,4729699,4742300,4759899,4772500,4773300,4789005,4789099;RUA;PROF CARDOSO DE MENEZES;671;QUADRA3                   LOTE  30;JARDIM ATLANTICO OESTE;24935425.0;RJ;5853;21;75775577.0;Não informado;Não informado;Não informado;Não informado;LUPLAST1978@GMAIL.COM;Não informado;Não informado
44244800;1;23;1;DELICIA NA BRASA;2;2021-11-15;2021-11-15;5620104;5620102,4723700,5612100;RUA;FAUSTO CAVALCANTI DE MENEZES GUERRA;142;"QUADRA 17;LOTE 22";BARRA DE MARICA;24915530.0;RJ;5853;21;33811289.0;Não informado;Não informado;Não informado;Não informado;SIMONE_SOBRAL29@HOTMAIL.COM;Não informado;Não informado
44251374;1;55;1;EDGARD BARBEIRO;2;2021-11-16;2021-11-16;9602501;Não informado;RUA;CENTO E OITENTA E DOIS;10;CONJ;JARDIM ATLANTICO OESTE (ITAIPUACU);24935200.0;RJ;5853;21;99618862.0;Não informado;Não informado;Não informado;Não informado;EDGAROLIVER812@GMAIL.COM;Não informado;Não informado
44258709;1;67;1;DRI_CELL;2;2021-11-16;2021-11-16;9512600;Não informado;ESTRADA;ANTONIO CALLADO;13;Não informado;CORDEIRINHO (PONTA NEGRA);24921580.0;RJ;5853;21;95027400.0;Não informado;Não informado;Não informado;Não informado;DRI_CELL@OUTLOOK.COM;Não informado;Não informado
44260125;1;26;1;ACAI PLANET GOURMET;2;2021-11-16;2021-11-16;4729699;4723700;AVENIDA;ZUMBI DOS PALMARES;S/N;QUIOSQ;BARROCO (ITAIPUACU);24936530.0;RJ;5853;21;26179030.0;Não informado;Não informado;Não informado;Não informado;MARCO.FELIPE2905@GMAIL.COM;Não informado;Não informado
44270240;1;81;1;SUELEN MUNIZ;2;2021-11-17;2021-11-17;5611201;5611203;ESTRADA;HENFIL;43;CONJ;PINDOBAS;24910750.0;RJ;5853;21;98688045.0;Não informado;Não informado;Não informado;Não informado;SUELENMUNIZCOSTA@HOTMAIL.COM;Não informado;Não informado
44292790;1;0;1;Não informado;2;2021-11-18;2021-11-18;4723700;Não informado;AVENIDA;MARQUES DE MARICA;543;QUADRA14                  LOTE  9;MARQUES DE MARICA;24904490.0;RJ;5853;21;71188140.0;21;64351526.0;Não informado;Não informado;MAO.SANTOSS@YAHOO.COM;Não informado;Não informado
44314016;1;44;1;MR LIMA;2;2021-11-20;2021-11-20;4724500;3299099;RUA;JUPIRA SILVA QUADRA;LT 30;CONJ QUADRA 224 A QUADRA 228;JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934200.0;RJ;5853;21;94780666.0;Não informado;Não informado;Não informado;Não informado;JONATHANLIMASANCHES@GMAIL.COM;Não informado;Não informado
44318978;1;71;1;PL DISTRIBUIDORA;2;2021-11-22;2021-11-22;4789099;Não informado;RUA;JOAO GUMERCINDO DE SOUZA (LOT JD MIRAMAR);00;Não informado;ARACATIBA;24902130.0;RJ;5853;21;64057441.0;Não informado;Não informado;Não informado;Não informado;COCADASILVA17@GMAIL.COM;Não informado;Não informado
