cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd1;telefone1;ddd2;telefone2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial
24727195;1;34;1;CANTINHO DAS UNHAS;8;2018-03-16;2016-05-04;9602501;Não informado;RUA;SEIS (LOT S DRIM);105;CASA;SAO JOSE DO IMBASSAI;24930178.0;RJ;5853;21;87805206;Não informado;Não informado;Não informado;Não informado;drikanet11@gmail.com;Não informado;Não informado
21338286;1;90;1;ONEIFERARTES;2;2014-11-04;2014-11-04;3299099;2219600,2399101,1629301,1813099,1813001,2229399;RUA;ALMEIDA FAGUNDES;28;SALA;CENTRO;24900860.0;RJ;5853;21;87804413;Não informado;Não informado;Não informado;Não informado;fernando.oneifer@gmail.com;Não informado;Não informado
14559073;1;22;1;JUCI MODAS;2;2011-11-03;2011-11-03;4781400;Não informado;RUA;EDILCO RAMALHO QUADRA;N 258;QUADRA  338  LOTE 21;JARDIM ATLANTICO LESTE (ITAIPUACU);24933640.0;RJ;5853;21;37064635;Não informado;Não informado;Não informado;Não informado;jcsrrmodas@gmail.com;Não informado;Não informado
8251660;1;57;1;Não informado;8;2019-10-03;2006-07-31;4741500;4744099;RUA;01;SN;LT 09 QD 113 LJ 03;J.ATLANTICO / ITAIPUACU;24900001.0;RJ;5853;21;26381341;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23378314;1;28;1;PADARIA E PIZZARIA DA 70;8;2021-10-08;2015-09-29;1091102;4712100,5620104,5611203,4721102,5611201;AVENIDA;DOUTOR ANTONIO MARQUES MATHIAS QUADRA;5690;LOTE  53                  QUADRA387;JARDIM ATLANTICO LESTE (ITAIPUACU);24933570.0;RJ;5853;21;38570049;Não informado;Não informado;Não informado;Não informado;CONTAFACILPREMIER@HOTMAIL.COM;Não informado;Não informado
8725187;1;0;1;R. L. IMBASSAI INFORMATICA;4;2018-11-30;2007-03-16;6319400;Não informado;ESTRADA;DA CACHOEIRA;26;SOBRE LOJA 01B;SAO JOSE DE IMBASSAI;24900001.0;RJ;5853;21;26373889;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
24360585;1;19;1;PTC36;2;2019-09-25;2015-05-20;9492800;Não informado;RUA;MARIO COVAS;11;CASA  LOTE 11 - QUADRA 55;JARDIM ATLANTICO OESTE (ITAIPUACU);24935600.0;RJ;5853;21;64314660;21;68353540.0;Não informado;Não informado;GILSONSARAUJO@GMAIL.COM;Não informado;Não informado
25216542;1;27;1;REDE SUSTENTABILIDADE MARICA;2;2019-08-02;2016-05-11;9492800;Não informado;RUA;B (CJ RES P MARICA);S/N;LOTE  17 QD 3;ITAPEBA;24912675.0;RJ;5853;21;98835239;Não informado;Não informado;Não informado;Não informado;REDEMARICA18@GMAIL.COM;Não informado;Não informado
16730520;1;90;1;SANTIAGO REPRESENTACOES;2;2012-08-07;2012-08-07;4618499;4530701;RUA;CINQUENTA E SETE;172;QUADRA75                  LOTE  19;BALNEARIO BAMBUI (PONTA NEGRA);24920435.0;RJ;5853;21;96545273;Não informado;Não informado;Não informado;Não informado;SANTIAGOEDANTAS.REP@HOTMAIL.COM;Não informado;Não informado
22926845;1;45;1;Não informado;2;2022-08-23;2015-07-25;9602501;9602502,5611203;AVENIDA;CARLOS MARIGHELLA;400;Não informado;CHACARAS DE INOA (INOA);24940000.0;RJ;5853;21;26363143;Não informado;Não informado;Não informado;Não informado;RITAFRAZAO212@GMAIL.COM;Não informado;Não informado
19986232;1;99;1;Não informado;2;2014-03-31;2014-03-31;8599699;Não informado;ESTRADA VELHA;DE MARICA (LOT M LOURDES);240;"COND  Vale;LOTE 10";INOA (INOA);24942380.0;RJ;5853;21;96408255;Não informado;Não informado;Não informado;Não informado;paloma.diez@hotmail.com;Não informado;Não informado
24774081;1;45;1;ME.U GRAO DE AREIA;8;2018-07-10;2016-05-11;4781400;5620104,4789001,4782201,4744002,4772500;RUA;DUQUE DE CAXIAS;0;"LOTE 14;QUADRA 17";UBATIBA;24908755.0;RJ;5853;21;26378889;Não informado;Não informado;Não informado;Não informado;niqueoliveira_9@hotmail.com;Não informado;Não informado
14180751;1;41;1;REGINA ALVES PEREIRA;8;2018-07-26;2011-08-25;4781400;Não informado;RUA;canarinhos;792;QUADRA 23;Parque Nancy;24900001.0;RJ;5853;21;26487859;Não informado;Não informado;Não informado;Não informado;ginaalvesp@gmail.com;Não informado;Não informado
11771994;1;66;1;RENAN MOTOS;2;2010-04-05;2010-04-05;4541206;Não informado;RUA;ALFREDO ANTONIO DA SILVA;331;"LOJA 01;QUADRA A;LOTE 11";FLAMENGO;24903490.0;RJ;5853;21;26340681;Não informado;Não informado;Não informado;Não informado;renanmotosmarica@gmail.com;Não informado;Não informado
12053137;1;93;1;M D DIVISORIAS;2;2022-04-12;2010-06-08;3101200;Não informado;RUA;C (A R CH INOA);74;CASA;CHACARAS DE INOA (INOA);24941530.0;RJ;5853;21;64644854;Não informado;Não informado;Não informado;Não informado;MDDIVISORIAS@GMAIL.COM;Não informado;Não informado
22714842;1;48;1;Não informado;2;2020-03-04;2015-06-24;4110700;Não informado;RUA;BARAO DE INOA;487;QUADRAD                   LOTE  28                        PARTE;CENTRO;24901010.0;RJ;5853;21;26373604;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
15427488;1;5;1;DROGARIAS MAX;2;2012-04-25;2012-04-25;4771701;4772500;RUA;DOMICIO DA GAMA;944;QUADRA00                  LOTE  00                  LOJA  01;CENTRO;24900820.0;RJ;5853;21;26379000;21;59058000.0;Não informado;Não informado;DROGARIASMAXMARICA@GMAIL.COM;Não informado;Não informado
17607337;1;64;1;ESPACO FLORESCER;4;2018-09-25;2013-02-19;8512100;8511200,8513900;RUA;PROFESSOR CARDOSO DE MENESES;S/N;QUADRA578                 LOTE  31;JARDIM ATLANTICO OESTE;24934045.0;RJ;5853;21;37321524;21;71184883.0;Não informado;Não informado;jessicagomess@gmail.com;Não informado;Não informado
20857179;1;5;1;GUPPY PEIXES ORNAMENTAIS E ACESSORIOS;8;2019-01-31;2014-08-14;4789004;4771704;RUA;VAN LERBERGUE QUADRA;0;"QUADRA: 44; LOTE: 04; LOJA: 103;";JARDIM ATLANTICO OESTE (ITAIPUACU);24935550.0;RJ;5853;21;26383126;Não informado;Não informado;Não informado;Não informado;GALVAOVASCONCELLOS@HOTMAIL.COM;Não informado;Não informado
24040887;1;0;1;RESTAURANTE BAR CANAL;8;2018-12-13;2016-01-21;5611203;4723700;AVENIDA;ALLAN BUENO GUAPYASSU DE SA;14134;      BAR 01;JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934000.0;RJ;5853;21;26382222;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
